DEV001,SND012,27.75,11/10/2020 10:53:29 AM
DEV001,SND013,0.113883,11/10/2020 10:53:29 AM
DEV001,SND003,0.0,11/10/2020 10:53:30 AM
DEV001,SND001,0.0,11/10/2020 10:53:31 AM
DEV001,SND002,0.0,11/10/2020 10:53:31 AM
DEV001,SND008,25,11/10/2020 10:53:04 AM
DEV001,SND014,0.0,11/10/2020 10:53:31 AM
DEV001,SND006,0.0,11/10/2020 10:53:31 AM
DEV001,SND004,0.0,11/10/2020 10:53:31 AM
DEV001,SND005,0.0,11/10/2020 10:53:31 AM
DEV001,SND015,0.0,11/10/2020 10:53:31 AM
DEV001,SND007,203.6002,11/10/2020 10:53:31 AM
DEV001,SND009,0,11/10/2020 10:53:31 AM
DEV001,SND010,27,11/10/2020 10:53:32 AM
DEV001,SND011,35,11/10/2020 10:53:33 AM
DEV001,SND012,28,11/10/2020 10:53:33 AM
DEV001,SND013,0.112418,11/10/2020 10:53:33 AM
DEV001,SND003,0.0,11/10/2020 10:53:39 AM
DEV001,SND013,0.116813,11/10/2020 10:53:25 AM
DEV001,SND002,0.0,11/10/2020 10:53:40 AM
DEV001,SND014,0.0,11/10/2020 10:53:40 AM
DEV001,SND006,0.0,11/10/2020 10:53:40 AM
DEV001,SND009,0,11/10/2020 10:53:40 AM
DEV001,SND004,0.0,11/10/2020 10:53:40 AM
DEV001,SND008,25,11/10/2020 10:53:40 AM
DEV001,SND005,0.0,11/10/2020 10:53:40 AM
DEV001,SND015,0.0,11/10/2020 10:53:40 AM
DEV001,SND007,202.1552,11/10/2020 10:53:40 AM
DEV001,SND010,0,11/10/2020 10:53:41 AM
DEV001,SND011,0,11/10/2020 10:53:41 AM
DEV001,SND012,27.75,11/10/2020 10:53:41 AM
DEV001,SND013,0.115348,11/10/2020 10:53:41 AM
DEV001,SND010,0,11/10/2020 10:53:42 AM
DEV001,SND011,0,11/10/2020 10:53:42 AM
DEV001,SND012,28.25,11/10/2020 10:53:42 AM
DEV001,SND013,0.115348,11/10/2020 10:53:42 AM
DEV001,SND009,0,11/10/2020 10:53:43 AM
DEV001,SND012,28,11/10/2020 10:53:18 AM
DEV001,SND001,0.0,11/10/2020 10:53:39 AM
DEV001,SND001,0.0,11/10/2020 10:53:44 AM
DEV001,SND002,0.0,11/10/2020 10:53:44 AM
DEV001,SND014,0.0,11/10/2020 10:53:44 AM
DEV001,SND006,0.0,11/10/2020 10:53:44 AM
